passenger_id,age_group,gender,nationality,residence_country,residence_region,income_band,spending_power_proxy,household_type,occupation_type,language,life_stage,segment_label,preferred_route_cluster,preferred_travel_context,preferred_product_category,repeat_propensity,price_sensitivity_level,source_assumption_id
psg_0132,25-34,Male,Netherlands,Germany,Regional UK,mid,lower_mid,couple,service_worker,English,couple_stage,Price-sensitive Short-break Travelers,channel_crossing_short,shopping_trip,seat,0.244,high,src_tourism_stats_01
psg_0133,35-44,Male,Denmark,Germany,London and South East,upper_mid,moderate,single,early_career,French,working_adult,Young Leisure Travelers,channel_crossing_short,weekend_getaway,mini_cruise,0.394,high,src_tourism_stats_01
psg_0134,25-34,Male,Germany,Germany,Irish East Coast,mid,mid,shared_household,manager,French,early_career,Car-based Cross-border Travelers,channel_crossing_short,transport_alternative,vehicle_crossing,0.471,medium,src_tourism_stats_01
psg_0135,75+,Male,United Kingdom,Germany,Nordics,high,high,couple,retired,Dutch,retired,Senior Mini-cruise Travelers,north_sea_overnight,mini_cruise_leisure,mini_cruise,0.277,low,src_tourism_stats_01
psg_0136,35-44,Male,United Kingdom,United Kingdom,Nordic Capitals,upper_mid,high,shared_household,professional,Dutch,working_adult,Business / Commuter Travelers,channel_crossing_short,business,flex_ticket,0.554,low,src_tourism_stats_01
psg_0137,25-34,Female,France,Germany,Nordics,lower_mid,moderate,couple,creative,English,couple_stage,Young Leisure Travelers,channel_crossing_short,weekend_getaway,mini_cruise,0.298,high,src_tourism_stats_01
psg_0138,25-34,Female,France,Netherlands,Western Europe,mid,lower_mid,single,early_career,French,early_career,Price-sensitive Short-break Travelers,channel_crossing_short,shopping_trip,seat,0.284,high,src_tourism_stats_01
psg_0139,45-54,Female,United Kingdom,Germany,Northern France,mid,mid,couple,professional,English,couple_stage,Car-based Cross-border Travelers,channel_crossing_short,transport_alternative,vehicle_crossing,0.414,medium,src_tourism_stats_01
psg_0140,35-44,Prefer not to say,France,United Kingdom,French North,upper_mid,mid,single,self_employed,English,working_adult,Pet-Friendly Travelers,channel_crossing_short,family_holiday,pet_travel,0.362,medium,src_tourism_stats_01
psg_0141,25-34,Female,United Kingdom,France,German North,mid,lower_mid,shared_household,other,German,early_career,Price-sensitive Short-break Travelers,channel_crossing_short,shopping_trip,seat,0.315,high,src_tourism_stats_01
psg_0142,55-64,Female,United Kingdom,Germany,South East England,high,high,couple,other,English,couple_stage,Senior Mini-cruise Travelers,north_sea_overnight,mini_cruise_leisure,mini_cruise,0.313,low,src_tourism_stats_01
psg_0143,18-24,Prefer not to say,France,Netherlands,Western Europe,upper_mid,moderate,single,other,English,early_career,Young Leisure Travelers,channel_crossing_short,weekend_getaway,mini_cruise,0.344,high,src_tourism_stats_01
psg_0144,45-54,Prefer not to say,Germany,Germany,Western Europe,mid,very_high,couple,consultant,English,couple_stage,High-value Comfort Seekers,north_sea_overnight,weekend_getaway,cabin,0.335,low,src_tourism_stats_01
psg_0145,25-34,Female,Germany,France,Nordics,high,upper_mid,couple,professional,German,couple_stage,Family Holiday Travelers,channel_crossing_short,family_holiday,family_package,0.456,medium,src_tourism_stats_01
psg_0146,18-24,Male,Netherlands,United Kingdom,Nordics,lower_mid,moderate,couple,creative,English,couple_stage,Young Leisure Travelers,channel_crossing_short,weekend_getaway,mini_cruise,0.391,high,src_tourism_stats_01
psg_0147,45-54,Female,United Kingdom,Netherlands,Western Europe,high,high,shared_household,professional,German,working_adult,Business / Commuter Travelers,channel_crossing_short,business,flex_ticket,0.5,low,src_tourism_stats_01
psg_0148,25-34,Non-binary,France,Germany,Western Europe,upper_mid,high,single,professional,French,early_career,Business / Commuter Travelers,channel_crossing_short,business,flex_ticket,0.498,low,src_tourism_stats_01
psg_0149,35-44,Female,Germany,Germany,Nordics,high,upper_mid,family_with_children,professional,French,family_builder,Family Holiday Travelers,channel_crossing_short,family_holiday,family_package,0.428,medium,src_tourism_stats_01
psg_0150,55-64,Female,United Kingdom,United Kingdom,Western Europe,high,high,couple,other,English,couple_stage,Senior Mini-cruise Travelers,north_sea_overnight,mini_cruise_leisure,mini_cruise,0.279,low,src_tourism_stats_01
psg_0151,35-44,Male,France,France,Western Europe,upper_mid,high,single,self_employed,French,working_adult,Business / Commuter Travelers,channel_crossing_short,business,flex_ticket,0.556,low,src_tourism_stats_01
psg_0152,35-44,Female,France,Sweden,Western Europe,upper_mid,upper_mid,family_with_children,other,English,family_builder,Family Holiday Travelers,channel_crossing_short,family_holiday,family_package,0.496,medium,src_tourism_stats_01
psg_0153,55-64,Female,Netherlands,Netherlands,Western Europe,high,very_high,couple,professional,Dutch,couple_stage,High-value Comfort Seekers,north_sea_overnight,weekend_getaway,cabin,0.354,low,src_tourism_stats_01
psg_0154,45-54,Female,Sweden,United Kingdom,Nordics,mid,mid,multi_generational,manager,English,working_adult,Pet-Friendly Travelers,channel_crossing_short,family_holiday,pet_travel,0.341,medium,src_tourism_stats_01
psg_0155,55-64,Female,United Kingdom,Netherlands,Western Europe,high,high,couple,retired,Dutch,couple_stage,Senior Mini-cruise Travelers,north_sea_overnight,mini_cruise_leisure,mini_cruise,0.26,low,src_tourism_stats_01
psg_0156,45-54,Female,United Kingdom,Germany,South East England,high,mid,family_with_children,other,English,family_builder,Pet-Friendly Travelers,channel_crossing_short,family_holiday,pet_travel,0.361,medium,src_tourism_stats_01
psg_0157,35-44,Male,Netherlands,Netherlands,Western Europe,upper_mid,mid,multi_generational,manager,German,working_adult,Pet-Friendly Travelers,channel_crossing_short,family_holiday,pet_travel,0.349,medium,src_tourism_stats_01
psg_0158,45-54,Female,Germany,Germany,London and South East,upper_mid,very_high,retired_couple,manager,Swedish,retired,High-value Comfort Seekers,north_sea_overnight,weekend_getaway,cabin,0.333,low,src_tourism_stats_01
psg_0159,18-24,Female,Germany,Netherlands,Western Europe,high,moderate,shared_household,creative,English,early_career,Young Leisure Travelers,channel_crossing_short,weekend_getaway,mini_cruise,0.307,high,src_tourism_stats_01
psg_0160,35-44,Male,Netherlands,United Kingdom,Greater London,high,upper_mid,family_with_children,professional,Dutch,family_builder,Family Holiday Travelers,channel_crossing_short,family_holiday,family_package,0.477,medium,src_tourism_stats_01
psg_0161,35-44,Male,United Kingdom,United Kingdom,Western Europe,upper_mid,high,shared_household,professional,English,working_adult,Business / Commuter Travelers,channel_crossing_short,business,flex_ticket,0.465,low,src_tourism_stats_01
psg_0162,45-54,Female,Sweden,Germany,Western Europe,upper_mid,very_high,retired_couple,manager,Swedish,retired,High-value Comfort Seekers,north_sea_overnight,weekend_getaway,cabin,0.418,low,src_tourism_stats_01
psg_0163,45-54,Female,United Kingdom,Netherlands,Western Europe,upper_mid,mid,family_with_children,self_employed,English,family_builder,Pet-Friendly Travelers,channel_crossing_short,family_holiday,pet_travel,0.345,medium,src_tourism_stats_01
psg_0164,45-54,Female,Netherlands,France,Western Europe,upper_mid,mid,couple,manager,English,couple_stage,Pet-Friendly Travelers,channel_crossing_short,family_holiday,pet_travel,0.33,medium,src_tourism_stats_01
psg_0165,35-44,Male,United Kingdom,Netherlands,Scandinavia,high,very_high,single,executive,German,working_adult,High-value Comfort Seekers,north_sea_overnight,weekend_getaway,cabin,0.344,low,src_tourism_stats_01
psg_0166,35-44,Male,Sweden,United Kingdom,South East England,upper_mid,mid,couple,other,Swedish,couple_stage,Pet-Friendly Travelers,channel_crossing_short,family_holiday,pet_travel,0.301,medium,src_tourism_stats_01
psg_0167,18-24,Prefer not to say,Ireland,United Kingdom,Western Europe,mid,lower_mid,family_with_children,other,Other,family_builder,Price-sensitive Short-break Travelers,channel_crossing_short,shopping_trip,seat,0.221,high,src_tourism_stats_01
psg_0168,25-34,Non-binary,United Kingdom,Germany,Western Europe,upper_mid,high,shared_household,consultant,French,early_career,Business / Commuter Travelers,channel_crossing_short,business,flex_ticket,0.463,low,src_tourism_stats_01
psg_0169,18-24,Male,United Kingdom,United Kingdom,Western Europe,upper_mid,moderate,couple,creative,English,couple_stage,Young Leisure Travelers,channel_crossing_short,weekend_getaway,mini_cruise,0.393,high,src_tourism_stats_01
psg_0170,35-44,Male,United Kingdom,Netherlands,Regional UK,low,lower_mid,single,service_worker,English,working_adult,Price-sensitive Short-break Travelers,channel_crossing_short,shopping_trip,seat,0.248,high,src_tourism_stats_01
psg_0171,65-74,Female,Germany,United Kingdom,Nordics,high,very_high,couple,manager,English,retired,High-value Comfort Seekers,north_sea_overnight,weekend_getaway,cabin,0.369,low,src_tourism_stats_01
psg_0172,75+,Male,United Kingdom,United Kingdom,Channel Islands,upper_mid,high,retired_couple,retired,English,retired,Senior Mini-cruise Travelers,north_sea_overnight,mini_cruise_leisure,mini_cruise,0.258,low,src_tourism_stats_01
psg_0173,55-64,Male,Netherlands,Netherlands,Nordics,high,very_high,couple,manager,Dutch,couple_stage,High-value Comfort Seekers,north_sea_overnight,weekend_getaway,cabin,0.425,low,src_tourism_stats_01
psg_0174,25-34,Male,United Kingdom,Germany,London and South East,mid,moderate,couple,early_career,English,couple_stage,Young Leisure Travelers,channel_crossing_short,weekend_getaway,mini_cruise,0.329,high,src_tourism_stats_01
psg_0175,55-64,Female,Netherlands,United Kingdom,Western Europe,mid,high,couple,manager,English,couple_stage,Senior Mini-cruise Travelers,north_sea_overnight,mini_cruise_leisure,mini_cruise,0.247,low,src_tourism_stats_01
psg_0176,75+,Male,United Kingdom,France,Nordics,high,high,couple,retired,English,retired,Senior Mini-cruise Travelers,north_sea_overnight,mini_cruise_leisure,mini_cruise,0.359,low,src_tourism_stats_01
psg_0177,25-34,Prefer not to say,United Kingdom,France,Nordics,high,mid,multi_generational,manager,French,working_adult,Pet-Friendly Travelers,channel_crossing_short,family_holiday,pet_travel,0.399,medium,src_tourism_stats_01
psg_0178,45-54,Prefer not to say,France,Ireland,German North,upper_mid,mid,couple,manager,English,couple_stage,Car-based Cross-border Travelers,channel_crossing_short,transport_alternative,vehicle_crossing,0.424,medium,src_tourism_stats_01
psg_0179,65-74,Female,United Kingdom,United Kingdom,South East England,high,high,couple,manager,French,retired,Senior Mini-cruise Travelers,north_sea_overnight,mini_cruise_leisure,mini_cruise,0.27,low,src_tourism_stats_01
psg_0180,35-44,Prefer not to say,Germany,United Kingdom,Irish East Coast,upper_mid,mid,couple,self_employed,English,couple_stage,Car-based Cross-border Travelers,channel_crossing_short,transport_alternative,vehicle_crossing,0.385,medium,src_tourism_stats_01
psg_0181,18-24,Male,France,United Kingdom,Western Europe,mid,moderate,single,early_career,German,early_career,Young Leisure Travelers,channel_crossing_short,weekend_getaway,mini_cruise,0.297,high,src_tourism_stats_01
psg_0182,55-64,Prefer not to say,Germany,United Kingdom,Western Europe,high,high,couple,retired,English,couple_stage,Senior Mini-cruise Travelers,north_sea_overnight,mini_cruise_leisure,mini_cruise,0.319,low,src_tourism_stats_01
psg_0183,35-44,Female,Denmark,Sweden,Nordics,upper_mid,upper_mid,family_with_children,manager,Danish,family_builder,Family Holiday Travelers,channel_crossing_short,family_holiday,family_package,0.503,medium,src_tourism_stats_01
psg_0184,55-64,Female,Netherlands,United Kingdom,Western Europe,high,very_high,couple,executive,English,couple_stage,High-value Comfort Seekers,north_sea_overnight,weekend_getaway,cabin,0.405,low,src_tourism_stats_01
psg_0185,45-54,Male,Ireland,France,Regional UK,low,lower_mid,single,early_career,Other,working_adult,Price-sensitive Short-break Travelers,channel_crossing_short,shopping_trip,seat,0.322,high,src_tourism_stats_01
psg_0186,25-34,Female,United Kingdom,Germany,Western Europe,upper_mid,moderate,single,creative,French,early_career,Young Leisure Travelers,channel_crossing_short,weekend_getaway,mini_cruise,0.357,high,src_tourism_stats_01
psg_0187,75+,Female,Denmark,United Kingdom,Channel Islands,mid,high,couple,other,English,retired,Senior Mini-cruise Travelers,north_sea_overnight,mini_cruise_leisure,mini_cruise,0.269,low,src_tourism_stats_01
psg_0188,25-34,Non-binary,France,Netherlands,Western Europe,upper_mid,high,single,professional,French,early_career,Business / Commuter Travelers,channel_crossing_short,business,flex_ticket,0.5,low,src_tourism_stats_01
psg_0189,35-44,Male,France,Sweden,London and South East,mid,moderate,couple,early_career,English,couple_stage,Young Leisure Travelers,channel_crossing_short,weekend_getaway,mini_cruise,0.321,high,src_tourism_stats_01
psg_0190,35-44,Male,United Kingdom,United Kingdom,Western Europe,high,mid,couple,manager,German,couple_stage,Pet-Friendly Travelers,channel_crossing_short,family_holiday,pet_travel,0.311,medium,src_tourism_stats_01
psg_0191,45-54,Male,France,United Kingdom,Irish East Coast,low,lower_mid,shared_household,service_worker,Other,working_adult,Price-sensitive Short-break Travelers,channel_crossing_short,shopping_trip,seat,0.285,high,src_tourism_stats_01
psg_0192,25-34,Female,Germany,Germany,Western Europe,high,high,couple,consultant,English,couple_stage,Business / Commuter Travelers,channel_crossing_short,business,flex_ticket,0.525,low,src_tourism_stats_01
psg_0193,25-34,Female,Germany,Germany,Western Europe,mid,moderate,single,student,English,early_career,Young Leisure Travelers,channel_crossing_short,weekend_getaway,mini_cruise,0.291,high,src_tourism_stats_01
psg_0194,55-64,Prefer not to say,United Kingdom,France,Western Europe,mid,high,single,retired,English,working_adult,Senior Mini-cruise Travelers,north_sea_overnight,mini_cruise_leisure,mini_cruise,0.258,low,src_tourism_stats_01
psg_0195,35-44,Non-binary,United Kingdom,France,Northern England,upper_mid,upper_mid,family_with_children,other,English,family_builder,Family Holiday Travelers,channel_crossing_short,family_holiday,family_package,0.472,medium,src_tourism_stats_01
psg_0196,35-44,Non-binary,Netherlands,United Kingdom,Western Europe,lower_mid,lower_mid,single,student,English,working_adult,Price-sensitive Short-break Travelers,channel_crossing_short,shopping_trip,seat,0.28,high,src_tourism_stats_01
psg_0197,45-54,Male,Germany,United Kingdom,Northern France,mid,mid,family_with_children,self_employed,German,family_builder,Car-based Cross-border Travelers,channel_crossing_short,transport_alternative,vehicle_crossing,0.417,medium,src_tourism_stats_01
