response_id,synthetic_data_notice,raw_defect_type,age_band,gender,residence_region,party_composition,household_income_band,accessibility_needs,route_region,route_corridor,travel_type,direction,trip_purpose,vehicle,sailing_duration_band,accommodation,booking_channel,travel_frequency,completion_seconds,disruption_experienced,mot_price_value,mot_convenience,mot_car_access,mot_comfort_break,mot_scenery,mot_sustainability,mot_visiting_family,mot_business_flexibility,sat_booking,sat_terminal,sat_boarding,sat_cabin_seating,sat_food,sat_cleanliness,sat_staff,sat_wifi,sat_punctuality,sat_value,overall_satisfaction,nps_band,return_intent,recommend_intent,competitor_likelihood,service_recovery_evaluation,raw_response_id,raw_synthetic_data_notice,raw_raw_defect_type,raw_age_band,raw_gender,raw_residence_region,raw_party_composition,raw_household_income_band,raw_accessibility_needs,raw_route_region,raw_route_corridor,raw_travel_type,raw_direction,raw_trip_purpose,raw_vehicle,raw_sailing_duration_band,raw_accommodation,raw_booking_channel,raw_travel_frequency,raw_completion_seconds,raw_disruption_experienced,raw_mot_price_value,raw_mot_convenience,raw_mot_car_access,raw_mot_comfort_break,raw_mot_scenery,raw_mot_sustainability,raw_mot_visiting_family,raw_mot_business_flexibility,raw_sat_booking,raw_sat_terminal,raw_sat_boarding,raw_sat_cabin_seating,raw_sat_food,raw_sat_cleanliness,raw_sat_staff,raw_sat_wifi,raw_sat_punctuality,raw_sat_value,raw_overall_satisfaction,raw_nps_band,raw_return_intent,raw_recommend_intent,raw_competitor_likelihood,raw_service_recovery_evaluation,motivation_summary,satisfaction_summary,quality_flags,quality_status,rag_included
DFDS-00032,Synthetic simulated survey response - not real passenger data,,45-54,Non-binary,Norway,Couple,Higher,None,Norway coastal / overnight,Frederikshavn-Oslo,Car passenger,Return,Visiting friends/family,Car,Overnight (6-8 hours),Premium cabin,Phone,Once a year,664,Yes,3,5,5,3,4,3,4,3,2,2,4,4,3,3,2,3,3,2,3,Passive (7-8),4,4,4,2,DFDS-00032,Synthetic simulated survey response - not real passenger data,,45-54,Non-binary,Norway,Couple,Higher,None,Norway coastal / overnight,Frederikshavn-Oslo,Car passenger,Return,Visiting friends/family,Car,Overnight (6-8 hours),Premium cabin,Phone,Once a year,664,Yes,3,5,5,3,4,3,4,3,2,2,4,4,3,3,2,3,3,2,3,Passive (7-8),4,4,4,2,Convenience; Vehicle access,2.8,,usable,true
DFDS-00033,Synthetic simulated survey response - not real passenger data,,35-44,Woman,Sweden,Solo,Higher,Hearing or vision support,Baltic,Kiel-Klaipeda,Foot passenger,Return,Leisure,None,Long overnight (8+ hours),Private cabin,Phone,Monthly or more,683,No,2,5,2,4,4,2,1,1,4,2,4,3,2,3,2,2,2,3,3,Passive (7-8),2,4,3,Not applicable,DFDS-00033,Synthetic simulated survey response - not real passenger data,,35-44,Woman,Sweden,Solo,Higher,Hearing or vision support,Baltic,Kiel-Klaipeda,Foot passenger,Return,Leisure,None,Long overnight (8+ hours),Private cabin,Phone,Monthly or more,683,No,2,5,2,4,4,2,1,1,4,2,4,3,2,3,2,2,2,3,3,Passive (7-8),2,4,3,Not applicable,Convenience,2.7,,usable,true
DFDS-00034,Synthetic simulated survey response - not real passenger data,,35-44,Man,Sweden,Family with children,Middle,None,Baltic,Karlshamn-Klaipeda,Motorcycle,Return,Visiting friends/family,Motorcycle,Overnight (6-8 hours),Premium cabin,Corporate booking,First time,325,No,5,3,5,3,3,2,4,1,3,3,4,3,3,4,4,4,5,5,4,Promoter (9-10),4,3,2,Not applicable,DFDS-00034,Synthetic simulated survey response - not real passenger data,,35-44,Man,Sweden,Family with children,Middle,None,Baltic,Karlshamn-Klaipeda,Motorcycle,Return,Visiting friends/family,Motorcycle,Overnight (6-8 hours),Premium cabin,Corporate booking,First time,325,No,5,3,5,3,3,2,4,1,3,3,4,3,3,4,4,4,5,5,4,Promoter (9-10),4,3,2,Not applicable,Price and value; Vehicle access,3.8,,usable,true
DFDS-00035,Synthetic simulated survey response - not real passenger data,,18-24,Woman,Germany,Couple,Middle,Hearing or vision support,North Sea,Harwich-Hook of Holland,Motorcycle,Return,Visiting friends/family,Motorcycle,Overnight (6-8 hours),Private cabin,Travel agent,Once a year,853,No,4,5,5,4,4,2,5,3,3,4,3,3,5,4,3,3,3,3,4,Promoter (9-10),3,5,3,Not applicable,DFDS-00035,Synthetic simulated survey response - not real passenger data,,18-24,Woman,Germany,Couple,Middle,Hearing or vision support,North Sea,Harwich-Hook of Holland,Motorcycle,Return,Visiting friends/family,Motorcycle,Overnight (6-8 hours),Private cabin,Travel agent,Once a year,853,No,4,5,5,4,4,2,5,3,3,4,3,3,5,4,3,3,3,3,4,Promoter (9-10),3,5,3,Not applicable,Convenience; Vehicle access; Visiting family or friends,3.4,,usable,true
DFDS-00036,Synthetic simulated survey response - not real passenger data,,55-64,Man,Netherlands,Family with children,Higher,None,North Sea,IJmuiden-Newcastle,Car passenger,Return,Leisure,Car,Long overnight (8+ hours),Private cabin,Phone,Monthly or more,814,No,3,3,4,4,4,4,3,3,3,3,4,4,4,3,3,3,3,2,5,Promoter (9-10),5,4,1,Not applicable,DFDS-00036,Synthetic simulated survey response - not real passenger data,,55-64,Man,Netherlands,Family with children,Higher,None,North Sea,IJmuiden-Newcastle,Car passenger,Return,Leisure,Car,Long overnight (8+ hours),Private cabin,Phone,Monthly or more,814,No,3,3,4,4,4,4,3,3,3,3,4,4,4,3,3,3,3,2,5,Promoter (9-10),5,4,1,Not applicable,No strong stated motivation,3.2,,usable,true
DFDS-00037,Synthetic simulated survey response - not real passenger data,,55-64,Non-binary,Lithuania,Friends,Lower,Mobility assistance,Baltic,Kiel-Klaipeda,Car passenger,Outbound,Leisure,Car,Long overnight (8+ hours),Private cabin,Corporate booking,Monthly or more,886,No,4,5,5,3,2,2,1,3,4,5,4,4,5,5,4,5,5,5,5,Promoter (9-10),5,5,1,Not applicable,DFDS-00037,Synthetic simulated survey response - not real passenger data,,55-64,Non-binary,Lithuania,Friends,Lower,Mobility assistance,Baltic,Kiel-Klaipeda,Car passenger,Outbound,Leisure,Car,Long overnight (8+ hours),Private cabin,Corporate booking,Monthly or more,886,No,4,5,5,3,2,2,1,3,4,5,4,4,5,5,4,5,5,5,5,Promoter (9-10),5,5,1,Not applicable,Convenience; Vehicle access,4.6,,usable,true
DFDS-00038,Synthetic simulated survey response - not real passenger data,,18-24,Non-binary,Netherlands,Business colleagues,Upper-middle,None,North Sea,Harwich-Hook of Holland,Freight driver,Outbound,Freight work,Van / freight vehicle,Overnight (6-8 hours),Premium cabin,Travel agent,2-3 times a year,794,No,4,5,4,5,2,3,3,5,5,4,4,5,3,3,3,4,5,5,3,Passive (7-8),4,4,2,Not applicable,DFDS-00038,Synthetic simulated survey response - not real passenger data,,18-24,Non-binary,Netherlands,Business colleagues,Upper-middle,None,North Sea,Harwich-Hook of Holland,Freight driver,Outbound,Freight work,Van / freight vehicle,Overnight (6-8 hours),Premium cabin,Travel agent,2-3 times a year,794,No,4,5,4,5,2,3,3,5,5,4,4,5,3,3,3,4,5,5,3,Passive (7-8),4,4,2,Not applicable,Convenience; Comfort and a break from driving; Business flexibility,4.1,,usable,true
DFDS-00039,Synthetic simulated survey response - not real passenger data,,18-24,Non-binary,Belgium,Solo,Upper-middle,Other assistance,English Channel,Dover-Dunkirk,Car passenger,Outbound,Visiting friends/family,Car,Short (under 3 hours),Standard seat,DFDS website,First time,499,No,2,3,5,2,3,4,5,1,5,4,5,5,5,5,4,5,4,5,5,Promoter (9-10),5,5,2,Not applicable,DFDS-00039,Synthetic simulated survey response - not real passenger data,,18-24,Non-binary,Belgium,Solo,Upper-middle,Other assistance,English Channel,Dover-Dunkirk,Car passenger,Outbound,Visiting friends/family,Car,Short (under 3 hours),Standard seat,DFDS website,First time,499,No,2,3,5,2,3,4,5,1,5,4,5,5,5,5,4,5,4,5,5,Promoter (9-10),5,5,2,Not applicable,Vehicle access; Visiting family or friends,4.7,,usable,true
DFDS-00040,Synthetic simulated survey response - not real passenger data,,25-34,Man,Germany,Business colleagues,Higher,None,Baltic,Kiel-Klaipeda,Car passenger,Outbound,Business,Car,Long overnight (8+ hours),Premium cabin,Travel agent,Monthly or more,204,No,5,4,5,4,2,2,1,4,5,4,5,5,4,4,5,5,5,5,5,Promoter (9-10),5,5,1,Not applicable,DFDS-00040,Synthetic simulated survey response - not real passenger data,,25-34,Man,Germany,Business colleagues,Higher,None,Baltic,Kiel-Klaipeda,Car passenger,Outbound,Business,Car,Long overnight (8+ hours),Premium cabin,Travel agent,Monthly or more,204,No,5,4,5,4,2,2,1,4,5,4,5,5,4,4,5,5,5,5,5,Promoter (9-10),5,5,1,Not applicable,Price and value; Vehicle access,4.7,,usable,true
DFDS-00041,Synthetic simulated survey response - not real passenger data,missing_values,18-24,Prefer not to say,Sweden,Business colleagues,Middle,None,Norway coastal / overnight,Frederikshavn-Oslo,Freight driver,Return,Freight work,Van / freight vehicle,Overnight (6-8 hours),Premium cabin,DFDS website,Monthly or more,253,No,5,4,5,5,3,,1,5,5,4,5,4,,5,5,5,5,5,5,Promoter (9-10),4,5,2,,DFDS-00041,Synthetic simulated survey response - not real passenger data,missing_values,18-24,Prefer not to say,Sweden,Business colleagues,Middle,None,Norway coastal / overnight,Frederikshavn-Oslo,Freight driver,Return,Freight work,Van / freight vehicle,Overnight (6-8 hours),Premium cabin,DFDS website,Monthly or more,253,No,5,4,5,5,3,,1,5,5,4,5,4,,5,5,5,5,5,5,Promoter (9-10),4,5,2,,Price and value; Vehicle access; Comfort and a break from driving; Business flexibility,4.78,,usable,true
DFDS-00042,Synthetic simulated survey response - not real passenger data,speeding,25-34,Woman,Germany,Family with children,Middle,None,English Channel,Dover-Calais,Car passenger,Outbound,Holiday transit,Car,Short (under 3 hours),Reclining seat,Travel agent,Once a year,87,Yes,5,3,4,2,4,3,2,2,3,3,2,4,3,2,3,2,2,4,3,Passive (7-8),2,3,4,3,DFDS-00042,Synthetic simulated survey response - not real passenger data,speeding,25-34,Woman,Germany,Family with children,Middle,None,English Channel,Dover-Calais,Car passenger,Outbound,Holiday transit,Car,Short (under 3 hours),Reclining seat,Travel agent,Once a year,87,Yes,5,3,4,2,4,3,2,2,3,3,2,4,3,2,3,2,2,4,3,Passive (7-8),2,3,4,3,Price and value,2.8,speeding,usable_with_caution,true
DFDS-00043,Synthetic simulated survey response - not real passenger data,straight_lining,45-54,Woman,Sweden,Solo,Higher,Hearing or vision support,Baltic,Kiel-Klaipeda,Car passenger,Outbound,Leisure,Car,Long overnight (8+ hours),Reclining seat,Travel agent,2-3 times a year,522,No,4,4,5,5,4,4,3,2,4,4,4,4,4,4,4,4,4,4,4,Promoter (9-10),3,4,3,Not applicable,DFDS-00043,Synthetic simulated survey response - not real passenger data,straight_lining,45-54,Woman,Sweden,Solo,Higher,Hearing or vision support,Baltic,Kiel-Klaipeda,Car passenger,Outbound,Leisure,Car,Long overnight (8+ hours),Reclining seat,Travel agent,2-3 times a year,522,No,4,4,5,5,4,4,3,2,4,4,4,4,4,4,4,4,4,4,4,Promoter (9-10),3,4,3,Not applicable,Vehicle access; Comfort and a break from driving,4.0,straight_lining,usable_with_caution,true
DFDS-00044,Synthetic simulated survey response - not real passenger data,duplicate_pattern,45-54,Woman,Sweden,Solo,Higher,Hearing or vision support,Baltic,Kiel-Klaipeda,Car passenger,Outbound,Leisure,Car,Long overnight (8+ hours),Reclining seat,Travel agent,2-3 times a year,522,No,4,4,5,5,4,4,3,2,4,4,4,4,4,4,4,4,4,4,4,Promoter (9-10),3,4,3,Not applicable,DFDS-00044,Synthetic simulated survey response - not real passenger data,duplicate_pattern,45-54,Woman,Sweden,Solo,Higher,Hearing or vision support,Baltic,Kiel-Klaipeda,Car passenger,Outbound,Leisure,Car,Long overnight (8+ hours),Reclining seat,Travel agent,2-3 times a year,522,No,4,4,5,5,4,4,3,2,4,4,4,4,4,4,4,4,4,4,4,Promoter (9-10),3,4,3,Not applicable,Vehicle access; Comfort and a break from driving,4.0,straight_lining;duplicate_pattern,exclude_from_analysis,false
DFDS-00045,Synthetic simulated survey response - not real passenger data,route_trip_conflict,55-64,Man,Lithuania,Solo,Lower,None,English Channel,Dover-Calais,Foot passenger,Return,Leisure,None,Long overnight (8+ hours),Private cabin,Phone,Monthly or more,251,No,3,5,1,3,3,3,2,3,4,5,4,4,3,4,4,3,3,5,3,Passive (7-8),4,2,3,Not applicable,DFDS-00045,Synthetic simulated survey response - not real passenger data,route_trip_conflict,55-64,Man,Lithuania,Solo,Lower,None,English Channel,Dover-Calais,Foot passenger,Return,Leisure,None,Long overnight (8+ hours),Private cabin,Phone,Monthly or more,251,No,3,5,1,3,3,3,2,3,4,5,4,4,3,4,4,3,3,5,3,Passive (7-8),4,2,3,Not applicable,Convenience,3.9,route_trip_conflict,exclude_from_analysis,false
DFDS-00046,Synthetic simulated survey response - not real passenger data,,55-64,Prefer not to say,Netherlands,Solo,Middle,None,North Sea,IJmuiden-Newcastle,Car passenger,Outbound,Visiting friends/family,Car,Long overnight (8+ hours),Private cabin,DFDS app,First time,449,No,2,3,4,3,4,2,5,2,4,4,3,2,4,4,4,4,3,1,2,Detractor (0-6),3,1,5,Not applicable,DFDS-00046,Synthetic simulated survey response - not real passenger data,,55-64,Prefer not to say,Netherlands,Solo,Middle,None,North Sea,IJmuiden-Newcastle,Car passenger,Outbound,Visiting friends/family,Car,Long overnight (8+ hours),Private cabin,DFDS app,First time,449,No,2,3,4,3,4,2,5,2,4,4,3,2,4,4,4,4,3,1,2,Detractor (0-6),3,1,5,Not applicable,Visiting family or friends,3.3,,usable,true
DFDS-00047,Synthetic simulated survey response - not real passenger data,,25-34,Prefer not to say,Sweden,Couple,Upper-middle,None,Baltic,Kiel-Klaipeda,Motorcycle,Outbound,Leisure,Motorcycle,Long overnight (8+ hours),Premium cabin,Phone,Monthly or more,840,No,4,5,5,5,2,4,1,3,5,5,5,5,5,5,4,5,5,3,5,Promoter (9-10),4,5,1,Not applicable,DFDS-00047,Synthetic simulated survey response - not real passenger data,,25-34,Prefer not to say,Sweden,Couple,Upper-middle,None,Baltic,Kiel-Klaipeda,Motorcycle,Outbound,Leisure,Motorcycle,Long overnight (8+ hours),Premium cabin,Phone,Monthly or more,840,No,4,5,5,5,2,4,1,3,5,5,5,5,5,5,4,5,5,3,5,Promoter (9-10),4,5,1,Not applicable,Convenience; Vehicle access; Comfort and a break from driving,4.7,,usable,true
DFDS-00048,Synthetic simulated survey response - not real passenger data,,55-64,Man,France,Business colleagues,Upper-middle,None,English Channel,Dover-Calais,Foot passenger,Return,Business,None,Short (under 3 hours),Standard seat,Corporate booking,First time,182,No,4,3,1,2,2,4,1,5,5,5,3,5,5,5,5,4,4,5,4,Promoter (9-10),4,3,1,Not applicable,DFDS-00048,Synthetic simulated survey response - not real passenger data,,55-64,Man,France,Business colleagues,Upper-middle,None,English Channel,Dover-Calais,Foot passenger,Return,Business,None,Short (under 3 hours),Standard seat,Corporate booking,First time,182,No,4,3,1,2,2,4,1,5,5,5,3,5,5,5,5,4,4,5,4,Promoter (9-10),4,3,1,Not applicable,Business flexibility,4.6,,usable,true
DFDS-00049,Synthetic simulated survey response - not real passenger data,,25-34,Prefer not to say,France,Business colleagues,Higher,Mobility assistance,English Channel,Dover-Dunkirk,Car passenger,Return,Business,Car,Short (under 3 hours),Not applicable,Travel agent,Once a year,606,Yes,5,5,4,2,3,4,3,4,3,2,3,4,4,3,2,4,1,4,3,Passive (7-8),2,3,4,2,DFDS-00049,Synthetic simulated survey response - not real passenger data,,25-34,Prefer not to say,France,Business colleagues,Higher,Mobility assistance,English Channel,Dover-Dunkirk,Car passenger,Return,Business,Car,Short (under 3 hours),Not applicable,Travel agent,Once a year,606,Yes,5,5,4,2,3,4,3,4,3,2,3,4,4,3,2,4,1,4,3,Passive (7-8),2,3,4,2,Price and value; Convenience,3.0,,usable,true
DFDS-00050,Synthetic simulated survey response - not real passenger data,,35-44,Non-binary,France,Solo,Higher,None,English Channel,Newhaven-Dieppe,Motorcycle,Return,Leisure,Motorcycle,Medium (3-6 hours),Standard seat,DFDS website,First time,450,No,4,3,4,2,2,3,2,2,4,3,4,2,3,4,3,3,2,2,3,Passive (7-8),2,2,3,Not applicable,DFDS-00050,Synthetic simulated survey response - not real passenger data,,35-44,Non-binary,France,Solo,Higher,None,English Channel,Newhaven-Dieppe,Motorcycle,Return,Leisure,Motorcycle,Medium (3-6 hours),Standard seat,DFDS website,First time,450,No,4,3,4,2,2,3,2,2,4,3,4,2,3,4,3,3,2,2,3,Passive (7-8),2,2,3,Not applicable,No strong stated motivation,3.0,,usable,true
DFDS-00051,Synthetic simulated survey response - not real passenger data,,25-34,Non-binary,Germany,Solo,Lower,Hearing or vision support,Baltic,Kiel-Klaipeda,Motorcycle,Outbound,Leisure,Motorcycle,Long overnight (8+ hours),Reclining seat,DFDS website,Once a year,658,No,3,4,5,5,4,4,2,3,4,3,3,4,5,5,4,3,5,2,4,Promoter (9-10),5,3,2,Not applicable,DFDS-00051,Synthetic simulated survey response - not real passenger data,,25-34,Non-binary,Germany,Solo,Lower,Hearing or vision support,Baltic,Kiel-Klaipeda,Motorcycle,Outbound,Leisure,Motorcycle,Long overnight (8+ hours),Reclining seat,DFDS website,Once a year,658,No,3,4,5,5,4,4,2,3,4,3,3,4,5,5,4,3,5,2,4,Promoter (9-10),5,3,2,Not applicable,Vehicle access; Comfort and a break from driving,3.8,,usable,true
DFDS-00052,Synthetic simulated survey response - not real passenger data,,25-34,Woman,United Kingdom,Solo,Prefer not to say,None,North Sea,IJmuiden-Newcastle,Car passenger,Outbound,Leisure,Car,Long overnight (8+ hours),Premium cabin,Phone,First time,744,No,4,3,4,4,3,4,2,3,2,4,4,4,2,4,2,2,3,4,2,Detractor (0-6),3,3,3,Not applicable,DFDS-00052,Synthetic simulated survey response - not real passenger data,,25-34,Woman,United Kingdom,Solo,Prefer not to say,None,North Sea,IJmuiden-Newcastle,Car passenger,Outbound,Leisure,Car,Long overnight (8+ hours),Premium cabin,Phone,First time,744,No,4,3,4,4,3,4,2,3,2,4,4,4,2,4,2,2,3,4,2,Detractor (0-6),3,3,3,Not applicable,No strong stated motivation,3.1,,usable,true
DFDS-00053,Synthetic simulated survey response - not real passenger data,,25-34,Woman,Norway,Solo,Higher,Hearing or vision support,Norway coastal / overnight,Frederikshavn-Oslo,Foot passenger,Outbound,Holiday transit,None,Overnight (6-8 hours),Premium cabin,Corporate booking,First time,896,No,3,4,3,5,5,2,1,3,4,2,3,4,4,2,3,4,3,3,4,Promoter (9-10),5,4,2,Not applicable,DFDS-00053,Synthetic simulated survey response - not real passenger data,,25-34,Woman,Norway,Solo,Higher,Hearing or vision support,Norway coastal / overnight,Frederikshavn-Oslo,Foot passenger,Outbound,Holiday transit,None,Overnight (6-8 hours),Premium cabin,Corporate booking,First time,896,No,3,4,3,5,5,2,1,3,4,2,3,4,4,2,3,4,3,3,4,Promoter (9-10),5,4,2,Not applicable,Comfort and a break from driving; Scenery and the crossing,3.2,,usable,true
DFDS-00054,Synthetic simulated survey response - not real passenger data,,18-24,Non-binary,Netherlands,Couple,Prefer not to say,Mobility assistance,English Channel,Newhaven-Dieppe,Foot passenger,Outbound,Holiday transit,None,Medium (3-6 hours),Not applicable,Corporate booking,First time,860,No,4,5,3,4,3,3,1,3,3,3,5,4,3,5,3,4,5,5,4,Promoter (9-10),5,4,2,Not applicable,DFDS-00054,Synthetic simulated survey response - not real passenger data,,18-24,Non-binary,Netherlands,Couple,Prefer not to say,Mobility assistance,English Channel,Newhaven-Dieppe,Foot passenger,Outbound,Holiday transit,None,Medium (3-6 hours),Not applicable,Corporate booking,First time,860,No,4,5,3,4,3,3,1,3,3,3,5,4,3,5,3,4,5,5,4,Promoter (9-10),5,4,2,Not applicable,Convenience,4.0,,usable,true
DFDS-00055,Synthetic simulated survey response - not real passenger data,,65+,Prefer not to say,Lithuania,Family with children,Upper-middle,None,Baltic,Karlshamn-Klaipeda,Car passenger,Return,Leisure,Car,Overnight (6-8 hours),Reclining seat,DFDS website,2-3 times a year,575,No,4,4,5,5,4,3,1,2,3,4,3,4,3,5,3,5,3,5,5,Promoter (9-10),5,4,1,Not applicable,DFDS-00055,Synthetic simulated survey response - not real passenger data,,65+,Prefer not to say,Lithuania,Family with children,Upper-middle,None,Baltic,Karlshamn-Klaipeda,Car passenger,Return,Leisure,Car,Overnight (6-8 hours),Reclining seat,DFDS website,2-3 times a year,575,No,4,4,5,5,4,3,1,2,3,4,3,4,3,5,3,5,3,5,5,Promoter (9-10),5,4,1,Not applicable,Vehicle access; Comfort and a break from driving,3.8,,usable,true
DFDS-00056,Synthetic simulated survey response - not real passenger data,,45-54,Prefer not to say,Lithuania,Business colleagues,Lower,None,Baltic,Karlshamn-Klaipeda,Freight driver,Outbound,Freight work,Van / freight vehicle,Overnight (6-8 hours),Premium cabin,Phone,First time,369,Yes,5,4,4,4,3,4,3,5,2,2,3,4,2,4,3,4,3,3,3,Passive (7-8),3,4,4,3,DFDS-00056,Synthetic simulated survey response - not real passenger data,,45-54,Prefer not to say,Lithuania,Business colleagues,Lower,None,Baltic,Karlshamn-Klaipeda,Freight driver,Outbound,Freight work,Van / freight vehicle,Overnight (6-8 hours),Premium cabin,Phone,First time,369,Yes,5,4,4,4,3,4,3,5,2,2,3,4,2,4,3,4,3,3,3,Passive (7-8),3,4,4,3,Price and value; Business flexibility,3.0,,usable,true
DFDS-00057,Synthetic simulated survey response - not real passenger data,,18-24,Non-binary,France,Couple,Prefer not to say,None,English Channel,Dover-Calais,Motorcycle,Outbound,Holiday transit,Motorcycle,Short (under 3 hours),Standard seat,DFDS website,2-3 times a year,393,No,4,3,5,2,2,4,2,1,5,5,4,4,4,5,5,5,4,3,4,Promoter (9-10),4,3,1,Not applicable,DFDS-00057,Synthetic simulated survey response - not real passenger data,,18-24,Non-binary,France,Couple,Prefer not to say,None,English Channel,Dover-Calais,Motorcycle,Outbound,Holiday transit,Motorcycle,Short (under 3 hours),Standard seat,DFDS website,2-3 times a year,393,No,4,3,5,2,2,4,2,1,5,5,4,4,4,5,5,5,4,3,4,Promoter (9-10),4,3,1,Not applicable,Vehicle access,4.4,,usable,true
